,SMILES,Molecular Weight,Cosine Similarity,NLL Score,Combined Score
11333,CC(C)F,62.053178444,0.46608114,3.126431369406111,0.1490776823014262
6482,CC1=CC=CC=[B-]1,90.06462920391,0.6709869,4.501417394309719,0.149061247162071
8999,[B-]1=CC=CC2CC2C=[P+]=1,134.045667286,0.7879456,5.286208720533494,0.1490568514832834
7650,[S+]c1cccc2c1=CC=C=2,145.01064758009,0.68093157,4.568407948539902,0.14905226849615802
9807,C=CC1=CBC=C[B-]1=CC=C=[N+],153.092110088,0.6360464,4.267559110939201,0.14904220259692033
2936,C1=CC2C=C2[N+]=C1,91.04165058008999,0.83007246,5.569474264548033,0.14903964416219587
5379,C#CC1C=C[C+]1CC=C,117.06987670808999,0.6293159,4.2225522471608326,0.14903685635782998
2013,C[B-]1=c2cc[n+]#cc2=C1,115.059329592,0.60378236,4.051366762792914,0.14903176906381513
12674,S=C=[C+]=C=Cc1cbccc1,156.01995298008998,0.7012641,4.705496286725593,0.14903084407138173
1424,CC=C1C=CC2[C+]=C2CC=CC1,157.10117683609,0.76973474,5.164958608212034,0.14903018565016615
7106,[B-]1=C=CC=C[O+]=C[O+]CC=1,134.05336128409,0.7891534,5.2957322240581455,0.14901686182284918
10937,CC1=CC=C(CC=CF)C1,138.084478572,0.73671174,4.943843888187761,0.14901597970234998
7126,CC=CCC1=C[P-]#CC=C1,149.05256052991,0.7054924,4.7350474003102025,0.14899373071428404
10808,N=C=CC=CC1=CC=[N+]C=C1,144.06819967609,0.731959,4.9127901134135294,0.14899048573847803
6597,C=C1C#[P-]CC=CC=C[S+]=C1,180.01625791799998,0.6476727,4.347149355556987,0.14898791364850691
266,C=C=[C+]=C=[S-]1=CC=CC=C1,147.026846224,0.72458255,4.863679398781454,0.14897827210637854
6048,[C-]C=CC=CC=O,93.03458835991,0.57030904,3.828174149102537,0.14897677606028037
777,CC=C[SH]=C=O,102.013935812,0.64748,4.346271587072732,0.14897366582248348
4442,[P+]=C=CC=CC1=C=C1,119.00451317809,0.7504145,5.037246233724664,0.1489731603104288
12650,[C-]#C[S-]C(=C=P)C=CC,152.99387998182,0.61998963,4.161993678446323,0.14896457838725588
11520,CC1=C=[P-]C=CC1=CC=C=[S+],178.000607854,0.68028593,4.566995938377566,0.14895698174744113
4122,CC=CC=[S-]=C1C=CC=C1,150.05086989991,0.72795254,4.887008171675918,0.14895668563434541
7452,NC=C1O[SH]=Cc2ccccc21,179.040484908,0.7261848,4.875147017297728,0.14895648947394807
11318,CC=CC=CC=C1BC=CC1[P-],174.07751599391003,0.71131384,4.7756103170551105,0.14894721229385083
3177,CC1=C2C=CC1=CC=CC2,130.07825032,0.7948339,5.336588119906294,0.1489404617117553
7066,C=[PH]=CC=CC=C1C=CC1,150.059836982,0.7297182,4.899413490497353,0.14893991081347016
2817,CC=CC=CC=C1C=CCC#[P-]1,175.06821059391,0.708751,4.75867355390338,0.14893877774707612
12873,C=CC=C=[C+][C+]#N,90.03327696817999,0.6647057,4.4630498979995705,0.14893530408873668
7630,C#CC=[N+]c1ccccc1,129.05730064409,0.6139883,4.122524736774351,0.14893501422061514
9813,C=C=CC=C1C=C[P+]=CC1,148.04363833809,0.75372565,5.060786394362382,0.1489344914391104
2319,C#CSCC1=CC=[SH]C=C1,168.006742256,0.6470194,4.344411405358141,0.14893142612909735
8525,C=C1C=[P+]=C2C=C=S=CC2=C1,176.99223424208998,0.78344667,5.260886347605956,0.14891913982043564
13358,B1=CC=[O+]C=CC=C1,105.05062163209,0.83089644,5.579827891334714,0.14891076451631702
11228,C1=CCC2=CC=CC(=[S-]=C1)C2,162.05086989991,0.8309391,5.580166952203308,0.14890936439915786
5836,c1ccc2cccc[n+]2c#1,128.04947561209,0.65127105,4.3744330556989555,0.14888124630448046
11835,[PH-]C1=[P+]#C[C+]C=Cc2ccc1cc2,201.00174990409,0.74990445,5.037025832000035,0.14887842126802495
9748,C=C[N-]C=CC1=C=C=CC=C1S,174.03829383591,0.702498,4.71884708420438,0.14887068943028745
3603,CC1=CC=CCC=C=[P-]=C1,149.05256052991,0.7048954,4.7350474003102025,0.14886764958529022
12827,C1=Cc2ccccc2[P+]=C1,146.02798827409,0.75127304,5.046779451037388,0.14886187187131494
12177,C=C=[O+]CC=CC#N,108.04439023209,0.6834849,4.591616952464688,0.1488549500087892
3230,CC=CC1=C[SH]=[S-]C1,145.01511586791,0.68023854,4.569846796949612,0.1488536870415459
5856,C=CC=CC1[B-][C+]C=CC1=C[P+],171.05294373809002,0.7278384,4.8897127324005325,0.14885095236847184
4207,C1=C[C-]=PC=1,80.98996027391,0.74993646,5.038249010114649,0.14884862974083213
10128,[P+]C1=C2CC=CC=C12,120.01233821009,0.7831749,5.2620363028867025,0.148834942846885
13689,CCC=CC1=C=CC=CC1,132.093900384,0.6785228,4.559424098373099,0.1488176599942086
847,CC1=CC=CC[N-]PC#[S+]C1,184.03498198199998,0.75170326,5.052289755563777,0.14878466966414522
3477,[C-]=CC=CC1[B+]C[S+]=CO1,150.03051766408998,0.72399366,4.866308311649796,0.14877677546370235
1697,CC1C=C=[SH][S+]=CC=C1,157.01401870809,0.7497489,5.039452499397043,0.14877586121136507
12779,CC1=CC2C=CC=CS2=CC1,164.065971384,0.79064643,5.314511854943266,0.14877122403910822
11328,P=C1CC[n+]2ccccc21,150.04671233808997,0.7262907,4.881938266837737,0.14877097233150333
7100,C=C=C=CC=CCNCC=CF,165.095377604,0.7161913,4.814197836535011,0.14876648532677592
6427,C#CC=C[C+]=C=CCC=C,129.06987670809,0.6162653,4.1425155282427175,0.1487659594114929
10828,[B-]=C=CC=CC=CC=C(C)[N+],142.08280468799998,0.6318402,4.247225655394178,0.14876540129954166
3929,[N-]C[C+]=[N+]CC=C1C=CC=C=[P+]1,175.04141272618,0.702444,4.721957738964374,0.1487611824936625
10196,C=[S-]=CC=C1C=CC1=CC,150.05086989991,0.7269635,4.887008171675918,0.14875430826233893
11910,[B-]=CC1=C[N-]C=CC1=CCOC,159.08664149982,0.73606825,4.948496179015275,0.14874584563087467
6384,CC=CC=C1C=[P+]C=C[N-]1,150.047260918,0.72623557,4.8825824902465005,0.14874005098206594
10929,[O-]c1ccccc1,93.03458835991,0.56938905,3.828174149102537,0.14873645321803877
3272,C=C[SH]=C1C=CC=CC1,138.05032132,0.7267474,4.88631122823613,0.14873129435728472
2363,C=C[B-]=C[B-]c1ccccc1,139.09013324782,0.6943325,4.66852355679793,0.14872635255734581
4341,B#CC(Br)C=C,141.958942628,0.6220543,4.18258780731294,0.14872473872824388
7843,C#CC=C1CC=CC=[N+]1,117.05730064408999,0.62501085,4.202563010075053,0.1487213508868216
10066,C=[B-](C=C=[S-])C1=CC=CC1,147.04507381582,0.72576845,4.880063086430818,0.14872111980280053
1530,[B+]=C1C=[S+]=C=CC1=CC=C[P-],174.99371461009,0.6991174,4.7010150314047445,0.14871627030194232
5111,[B+]c1cccc2c1C=CCN2,141.07443107609,0.5863819,3.94308047661636,0.14871162678744815
6112,C=C1C=NCC[O+]1CC=C=[N-],150.07931294,0.7336136,4.93327766905135,0.148707139448064
7524,[C+]=C=CC=CC1=CCC=C1,128.06205167609,0.65309596,4.391959244176787,0.14870264597354646
4308,CC1=CC#S2=CC=CC=C2C1,162.05032132,0.82965463,5.5794731095617145,0.14869766691357758
5199,[B-]1=Cc2cc#ccc2C=C1,124.04897913990999,0.7534097,5.066979968656279,0.14869008529042482
3686,[B-]1C=CC=C2C=CC=C(C1)P2,159.05404089790997,0.7272584,4.891176103366174,0.14868783475762476
7124,C=CC#[P+]1=CC=C[O+]C1,139.03017934617998,0.6807273,4.578374637176951,0.14868318059874772
5845,P=C1C=CC=CC=CC=C1,148.044186918,0.7525301,5.0613884399750555,0.14868056599211235
12032,C1=CC=CC=CCC=[C-]CC=1,143.08662393191,0.7628311,5.130755922001178,0.14867810971278222
13147,CC=C1[C-]=C[P-]CC1=C=O,150.02454863382,0.7228892,4.862200622939638,0.14867531001111398
8613,C=[P-]1C[C+]2CC=CCC2=P1,168.02577358,0.64705265,4.352143182601047,0.14867448485382304
8972,C=C1C=CC2=[C+]1C=C[S-]=C2,147.026846224,0.723066,4.863679398781454,0.148666454558938
12493,PCC=CC1=CC=CC[S+]1,170.03135940208998,0.7235496,4.866958017119049,0.14866567615148488
6888,CC=C1C#CB=C2C=CC=CC21,152.079730688,0.6730977,4.528638376613416,0.1486313707799904
6382,CC1=CC=CC[P+]=CC[P+]C1,183.04815151617998,0.7861191,5.2891075186402805,0.1486298209407164
2749,CC1=c2c#cccc2=CC[P+]1,159.03581330609,0.7239301,4.870705914721196,0.148629404678311
3451,C=c1c2cccc1c2,102.046950192,0.6496637,4.3713910634744195,0.1486171512269051
7005,O=CC=C1C=CC=CC=C1,132.057514876,0.66735584,4.490559348803896,0.14861307547700742
8955,P[C-]=CC=CC1=CC=[P-]=CC1,180.02687073982,0.6468482,4.352869461940471,0.1486027107882417
13240,CC=CC1C=CC=[O+]1,109.06479132809,0.7062071,4.752981667989512,0.1485819104527312
1061,CC=Cc1bcccc1,116.079730688,0.64302576,4.327974060332456,0.14857430911516803
5061,[B+]C=CC=CC1=CC2N=C12,127.05878101209,0.7276881,4.897840442865729,0.14857325031318655
3875,[B+]1CC=CSC2=CC=CC=CC12,173.05907814008998,0.7878885,5.303742231922965,0.1485533218741743
12359,C=CC1=[PH]=C=CC=NCC1,151.05508594999998,0.7038578,4.738438362143453,0.1485421410408461
11829,CCC1=CC=C[O+]C[O+]=C=C1,151.07480743218,0.7086112,4.770447698693981,0.14854186337962783
2531,c1cccc[nH]ccc#1,117.057849224,0.6243601,4.203352506730091,0.14853859711599565
11816,C=c1ccccc1=CC=[S+],148.03412267609,0.7503485,5.051539935231451,0.14853856803640655
5463,C#[N+]C=CC=[S-][O+]=C=CC=C,166.03211129609,0.70011723,4.7134065904113776,0.14853741492185576
9356,[B-]1CC=CC1,65.05680417191,0.6012224,4.047709337702271,0.148533984467917
11169,CC1=CC=CC=COC=CC1,148.088815004,0.7626809,5.135552393837589,0.1485100004219885
8500,CC=CC=C1C=CC=[P+]C1,150.05928840209,0.727412,4.898596868962976,0.14849394731910867
6753,NC=CC1=CC[C-]=[B-]=[C+]C=CC=C1,168.09900333190998,0.6631857,4.466302118787505,0.14848653271476253
2558,C=CC1C[C-]=C2C=CC=CC2O1,159.08153855191,0.73319155,4.937770450327717,0.1484863577911612
3918,C=CC=Cc1ccccc1[O+],145.06479132809,0.6859184,4.619457625179677,0.14848461581552136
10592,Nc1cccc2c1C=C2,117.057849224,0.62411755,4.203352506730091,0.14848089762512431
106,CC=CC=C=[C+]=CC=C=CN,145.08860077209,0.692606,4.665100559358943,0.1484653896475093
21,C1=CC2C=CC[C-]2[P+]=1,121.020711822,0.7485821,5.04235383580855,0.14845886446801618
12906,C#CC=CC#[S+]C=CC=C=P,178.00005927408998,0.6779643,4.566991377024765,0.14844878690382232
1685,C1=CC=C2C=C2[P-]=C1,120.01343536991,0.78117317,5.262389690829053,0.14844456900906858
9437,CC1=CC=CC2=CC=C=[SH]C12,162.05032132,0.8282387,5.5794731095617145,0.14844389593756682
4631,C=[SH]12COCCC1=CC=C2C,170.076536068,0.7314999,4.927873468156887,0.14844129320313257
12590,C=CC=CC1[C-]=C=NCC1=C,144.08187289991,0.73299164,4.938428836439289,0.14842608045515754
8041,[B+]1C=CCC=C1,77.05570701209,0.72629565,4.893447750101384,0.14842207112363526
7765,C=C1C=CC(C=CC)=C1,118.07825032,0.70901,4.777046562533126,0.1484201578770642
4643,C=C1C=C[SH](=CC=CC)=[N+]1,153.06067177209,0.62446606,4.207532247566011,0.1484162271016094
7584,C=C[S-]1=[N+]C=CC=C1C,139.045570288,0.68166596,4.592945960300946,0.14841584526924512
13109,C=C[C+]C=CC1=CC=CC1=C,142.07770174009,0.6287751,4.2369888448138235,0.1484014102494346
10216,C=CC1(Br)C=[B-]=CC=C1,180.98296630391,0.64513946,4.34747162403023,0.14839417288645243
3649,[C-]C=CC=C=[C-]CF,108.03862553982,0.68044674,4.585636227765765,0.1483865509970204
4846,[B-]C1=CC=CCC1=CC=CCBr,220.00644139991,0.67774737,4.567490734811289,0.148385056076214
515,SCC12[B+]CC=CC1=CC=CC2,175.07472820408998,0.7078352,4.770316824056325,0.1483832675178249
686,CC1=CC=CC=C[S-]NC=[C-]1,164.05449247982,0.7860191,5.297235346184388,0.14838288946401826
11809,[C+]C1C#CC=CC1=CC=C=C,139.05422664409,0.6831093,4.603742848375394,0.14838128582449533
11382,C=C[P+]1[C-]=CC=CC1,123.036361886,0.69991285,4.717047040664273,0.14837945012094791
8081,CC=CB=C=C1C=CC=CC1,142.095380752,0.63434565,4.275232171654372,0.14837688930176673
10324,C=C1C=CC=CC=CC[S-]=C1[N+],176.05339532,0.78561276,5.295765549923417,0.1483473455477453
12677,C1=CCC=CC=NC=C1,119.073499288,0.75721955,5.104506883445584,0.14834333076315592
13212,[B+]=C=[B-]CC=CC,89.073386024,0.62728035,4.228831988530107,0.14833418688687422
4366,C=[S-]1C=CC=CC=CC=C1,150.05086989991,0.7249062,4.887008171675918,0.14833333210539465
3068,C1=CC2=C(CC=CO2)CC1,134.07316494,0.79015285,5.327051076563579,0.14832837838615112
7510,C=C=C[C-]C=C=C,90.04749877191,0.6640699,4.477409035402974,0.14831566330552706
11081,C=C=[O+]CC=CC=C=CF,139.05536951609,0.6830374,4.605308286569597,0.1483152392289567
5949,[B+]1C=CC=CC1,77.05570701209,0.7257494,4.893447750101384,0.1483104368327909
12890,C=CC1=CC=CC[N-]C[B+]C=C1,157.10627978399998,0.76797533,5.178191662092374,0.1483095606473678
2059,CC=CC=CC1=CC=C=[S-]=[O+]1,165.037410908,0.69972384,4.718011754983483,0.1483090496798214
11156,C=C=CC=C(C=C)CC=C,132.093900384,0.6761362,4.559424098373099,0.1482942102053848
1965,[B-]CC=c1ccccc1=C,128.08027926791,0.6561018,4.42437560415839,0.14829252340972818
9308,CC=CC1=CC=C=[C-]C1=[S+],147.026846224,0.72124493,4.863679398781454,0.1482920382050077
10072,C1=CP2#CC(=CP=1)C=CC=C2,175.994473452,0.7800353,5.260514223912086,0.14828119148474303
2154,CC1C=CCC=C1,94.07825032,0.7083062,4.7770311249359025,0.14827330507737682
427,C=CC=CC1=N[C-]C=CC=C1,143.07404786791,0.75700355,5.105508327057915,0.14827192460918714
10819,[S+]C12C=C[C+]#CC1=CC=CC2,159.02574906418,0.7210314,4.8629621971264925,0.14827000460942877
13179,CC1=CC[S-]=CC=CC=CC1[P-],195.04083017381998,0.7228565,4.875507116197234,0.14826283797330486
483,CC=CC=[S-]N1C=CC=CC1C,180.08524402791,0.6574612,4.434652586411175,0.1482554074249463
10600,CC=CC=C1[C+]=C=CC=C1C,143.08552677209,0.76026934,5.128395988049222,0.14824700464329663
10382,CC1[B-]=C=[PH]=CC=CC=C=[P-]1,178.02835110782,0.6785197,4.577036713998281,0.1482443266676002
13315,C=CC=[P+]#[P+]C1=CCC(C)=C1,181.03250145218,0.6458943,4.35704837405154,0.14824124810349956
7629,C=[P+]1C=CC=CC=CC=C1,149.05146337009,0.7016757,4.733621066465121,0.14823233698050736
10147,P#CC=Cc1c#cccc1,144.01288679,0.71991014,4.856744824414291,0.14822894157152416
12434,B=CC=C[O+]=C1C=CC=CC1,145.08192176008998,0.68935627,4.650867259837559,0.1482210153373238
11550,B=[C-]C=CP=C1C=CC=CC1=C,171.05404089791,0.7249697,4.891179934898922,0.14821979455406173
4941,C=C1C=C(C)NC1,95.073499288,0.6694456,4.516736711691314,0.14821443378596286
2869,C=C1C2=CC=C=[S+]=S=CC=C12,177.99054361209,0.6770473,4.56810921692474,0.14821171738872382
10788,C=Cc1ccccc1C=C=CP,174.059836982,0.7032981,4.745266079883066,0.14821046492418366
12227,O=C=C[S-]CC=CC[B-]#C[P-],181.00647361372998,0.6438298,4.344369612576043,0.14819867551704863
6813,C=[PH]1C=CC=CC1=C1C=C1,148.044186918,0.75005245,5.0613884399750555,0.14819104697901805
4778,C1#[N+]C=CC=CC1,92.04947561208999,0.6638538,4.479786299897478,0.14818872591173243
1081,C=CC1=C=[B-]C=CC1[N+]C=[S-]=C,174.05542426791,0.70225275,4.738910074848186,0.14818866248498164
4972,C1=CCPC2=CC=CC(=C1)C2,162.059836982,0.8287475,5.592574949807447,0.14818710850510247
4551,FS1=C2C=CC21,101.993949316,0.6437617,4.344302763829289,0.1481852737777099
1303,C1=C2CCCC(=C1)[O+]C2,122.07261636009,0.75616735,5.102881159861637,0.1481843939748065
11555,C=C1C[N-]Cc2ccccc21,144.08187289991,0.731796,4.938428836439289,0.1481839772257402
12356,C=C=CC=C1C[N-]C=CC1=C,144.08187289991,0.73179466,4.938428836439289,0.14818369962594577
5504,[B-]1OC=CC2[P+]C=CC=C12,148.024931842,0.74750674,5.044757453041953,0.14817496077205936
1794,CCC1=C=C=[C+]C=CC=CC=[C-]1,154.07825032,0.6880412,4.643501162878997,0.14817293805693182
7463,CC=C1C=CC[N-][S-]C1,140.05449247982,0.7518305,5.07406940503675,0.14817111439181266
1949,CC=CC1=CC=CC[O+]1CC,151.11174152009,0.71955097,4.8565259988533285,0.1481616627577788
2667,C1=Cc2cccc(c2)CP=C1,160.044186918,0.82557094,5.572221324349868,0.1481583183646599
6934,CC=C1PC=[S-]=CC1=N,157.01205546590998,0.74652916,5.0388124405545645,0.14815577494444748
3805,C=CC=[C-]C#C[S-]CC,137.04359344782,0.60821426,4.105237824398202,0.148155669699064
1769,C=C=CC1=CC=C[P+]=C1C,148.04363833809,0.7497829,5.060786394362382,0.14815541725273598
2174,C=C=CC1=CCC=CC1=CC,144.093900384,0.7355548,4.964841824296023,0.14815271873096988
968,CC=CCC1=C=CC#C1,116.062600256,0.636682,4.297506727026999,0.14815147814198493
13166,CC1=C[S+]C2=C=C=CC=C2C1,160.03412267609,0.8240082,5.5623707021896935,0.14813975380502287
4706,[O+]#CC=C1C=CC=CC1[P+],149.01452928217998,0.69670975,4.703159691534618,0.148136529009818
2631,[O+]C=CC=Cc1ccccc1,145.06479132809,0.68430775,4.619457625179677,0.14813595221866502
1941,ClC1=CC=CC[P-]1,130.98228804991,0.5941801,4.011298423067422,0.14812662745304608
4061,C=CC=CC1=C=C[SH]=CC1,150.05032132,0.7237755,4.886314472706408,0.14812298923092257
8617,C=CC=CC1=CC=CCC1=C,144.093900384,0.7353994,4.964841824296023,0.1481214207935071
6094,BCC=CC=C1C=CC=CC1,144.111030816,0.74185634,5.008696145949568,0.14811366371137374
4475,C#SC=CC=CC=CF,142.025249444,0.61754394,4.169494502766285,0.14811002517596372
11323,C=C=CC1=C=[S-]=CC=CC1,148.03521983591,0.748288,5.052490644023554,0.14810279296078357
5442,CC1=CC=C=[B-]=[B-]1,87.05883311982001,0.6653407,4.492470645075789,0.14810129529426982
3473,[C-]C=CC=CC1=CC(=C)C=C1,141.07097386791,0.5830338,3.9367982584921117,0.14809847034133722
1596,B#CC=CC=C(C)C=C=[C+]C=C,153.08700714009,0.6302109,4.256136725427778,0.14807110699703901
12121,CC=C[P-]=C=C1C=CC=CC1[S-],193.02518010982,0.72000563,4.862597711294888,0.1480701621222752
7212,CC=C1[B+]C=CC=C1C=C[N-]C,157.106279784,0.7667166,5.178191662092449,0.1480664775460619
8036,C=CC1=CC2=CCP=CC2N=B1,173.056566318,0.7846641,5.300112977700589,0.14804667329723784
4160,C1=C=C[P+]=CC=CC=CC=1,146.02798827409,0.74714696,5.046779451037388,0.14804430653683545
11997,CCC1=CC[P-]#C[N+]1=C[N+],152.04978633808997,0.6632602,4.4801783650047,0.14804326244288435
10189,C=CC=C[S-]1=C=CC=CC1=[P-]=C,193.02518010981998,0.719803,4.86259771129487,0.14802848567600801
9893,[S+]C1=[S-]=C=CC=CC=CC=C1,178.998917224,0.71860766,4.854681569934986,0.14802364557927122
8871,C1#[C+]=CCC2=CNC(=C1)C2,130.06512567609,0.78644514,5.313091271648307,0.148020258005965
4248,C=CC=C1C=C=C1,90.046950192,0.6626379,4.4767614099014,0.14801724476976716
3371,CC1=C=[S+]C[O+]=C(C)C=CC1,168.05978884418,0.6495738,4.3885090982804975,0.14801696621809754
1735,C#[S-]=CC1=CC[P-]C=C1C=C,180.01735507781999,0.64347744,4.347610225602865,0.14800715944841691
6442,C=CC=CC1=CC=C=[O+]C1=C,145.06479132809,0.68370485,4.619457625179677,0.14800543884873676
603,[B-]1=C2C=CC=CC12,88.04897913990999,0.74990153,5.066954171973364,0.14799848344291935
10750,C=C1C#CC=CC=C[B-]=[C-]C1,139.07300281582002,0.6857399,4.633598733001872,0.14799293472603461
4059,CC=C1CC2=C[S+]=C12,123.02629764409,0.69687563,4.7091654451213065,0.14798283048882843
1136,C=CC=[C-]CC(=[N+])C=CCF,151.07972754,0.70734,4.779947795063121,0.14798069610519582
12731,FC12C=CC1=C[P+]=C=CC2,152.01856646209,0.6589989,4.453512150056011,0.14797285477353153
740,[P-]C1=CC=CC=CC=C1,134.02908543391,0.77992225,5.270715326170944,0.1479727510724013
10622,C=C1C=Cc2cccc[n+]2C1,144.08077574009,0.730414,4.936199221834816,0.14797092672040738
11136,CC1=C2C[N-]CC1=CC=C=[P-]C2,176.06400814181998,0.7859225,5.311336422873961,0.14797076756963745
12458,CC=C1C=[S-]#[B-]CC1=CC=CC=[P+]N,221.06048602591,0.7251129,4.9004033262958755,0.1479700479240271
2463,C=C1[C-][P-]2[S-]=CC=CC2C=C1,179.01007862573,0.71848017,4.85593594597904,0.14795915303784837
13159,C1=[C-]C=C=[C-]C=1,74.01674722382,0.82135504,5.551316009826818,0.14795681661570367
3687,CC1=CC=C2B=C=CC=C2[P+]1,157.03729367409,0.7478285,5.05438279493965,0.1479564397714899
4961,C=C=CC=CC=CC=CCl,152.039277968,0.66113365,4.4684830909782765,0.147954827959366
1988,CC=C1C=C[SH]=CC1=O,140.029585876,0.7468537,5.047913341484236,0.1479529577267444
4912,C=CC=CC1=C[N+][N+]=CC1=[N-],145.06344864409,0.68311405,4.617305672729013,0.14794646493809016
5682,[B-]c1c2cccc1C=C[N+]=C=C2,151.05932959199998,0.70186126,4.744505550249788,0.14793138186644564
4035,CSOC=CC1C#CC=C1,152.029585876,0.6597585,4.460142713781877,0.14792318330235368
7441,C#CC=C1C=CC=CC1=N,129.057849224,0.6099208,4.123314291065571,0.14792003632946177
4194,C1=CC=COC=1,80.026214748,0.6767658,4.575581186087707,0.14790816117090036
5752,C1#[SH]=CC=Cc2cccc1c2,160.034671256,0.82278526,5.562842402048026,0.14790734642962988
6751,CC=CC1=CC=CSC1C=[P+]#[N+],195.02605979017997,0.7192854,4.863159397071325,0.14790496666779684
11951,C=CC=CC1=CC=CC=C=N1,143.073499288,0.7549566,5.104496927936951,0.1479002953098764
5810,C=C1C=CC(=S=CC=C=[S-])C1,180.00729083591,0.64254975,4.344510559929294,0.14789922692685187
8934,[B+]CC=C1[B+]C=CBC1=CC=NC,166.11596839217998,0.7200134,4.868567857083529,0.14789018068282128
11001,[C-]CC=[SH]CC1=CC=C=C=C1C,175.05869493191,0.701525,4.743580976796374,0.1478893216637848
7991,C1=c2cccc[p+]2=C[S-]#[PH]1,184.974369484,0.82166505,5.55602434505475,0.14788722971140011
12531,CC=CC(C=CC#N)=CCl,153.034526936,0.61762524,4.1764251823169145,0.1478837066509106
2810,[P+]=C1C=S=C=C2[P-]#CC=CC12,193.950894388,0.74932194,5.067125062466392,0.14787910863133646
3219,[B+]=C=C=CC=CC,89.05570701209,0.6211311,4.2003101374576834,0.1478774428043129
4285,CC1=c2ccccc2=C1,116.062600256,0.6354709,4.297506727026999,0.14786967586697505
12087,C=C=[S+]=C=[S-]c1ccccc1,178.998917224,0.71780854,4.854681569934986,0.1478590375692521
8135,CC1=CC2=CC=C=S=C12,134.019021192,0.77840734,5.264663667171895,0.14785509284005635
2370,C=C=CC=C1C=CC=CC1F,148.068828508,0.75345945,5.096186709187414,0.14784769408554552
11573,C[SH]=[PH]=C=CCP1#C[P+]1,192.95540756609,0.7213148,4.879533111227801,0.14782455030481104
9994,C=C[P-]=C1C=CC=[C-]C1=C,147.03745904582001,0.7202229,4.872208677149394,0.14782266895810153
11863,CC1=CC=C2C=C[S+]C=C2C1,162.04977274009,0.82464516,5.578786789463164,0.14781801003513115
8533,CPP=C=CC1=CC1,142.010123516,0.6153309,4.16280609661525,0.14781636728653127
9205,C=CC[P-]#CC1=CC=C=[P+]=C1,178.010123516,0.6752646,4.568272015890392,0.14781619715074532
5623,[O-]C=Cc1ccccp1,137.01617502191,0.603789,4.0847558001929505,0.1478151942087747
10292,C=C1C=CCC2=CC=CCC12,144.093900384,0.73386276,4.964841824296023,0.1478119109639221
6978,C1=c2ccccc2=N[P+]1,134.01541221008998,0.77792966,5.263110372747402,0.14780797067952314
7303,C=[P+]1#CC=CC(C)CC=C1,151.06711343409,0.7030448,4.7568037990818715,0.147797723396502
7248,CC=C1C=CC2=C=[N+]C=C=[P+]2C1,174.04616375817997,0.6986275,4.727153553316702,0.1477903063744675
11131,[B+]=[S-]C=[S+]CC1=CC1C,155.01549907609,0.6424178,4.346849341645086,0.14778929243092379
3705,C=C=CC1=CC=CC=[C+]1CC,144.09335180409,0.733546,4.9635584932057775,0.1477863149199424
9157,C=C1C=CC=C2C=CC=C[N+]12,143.07295070809,0.7542083,5.103493046763444,0.1477827674945161
9655,[P-]C1=CC=CPC1=CC=C=[P-],194.96933224181998,0.7191661,4.8664263298993164,0.14778115423357413
9322,C=C1[C+]=S=CC=CC=CC1,149.04194770809,0.6978476,4.722512464236564,0.1477704103560053
6845,C1#[C+]C=Cc2ccc1cc2,126.04640161209,0.74828136,5.063898759021734,0.1477678356699814
4774,[C-]1C=CC=CCC=CC1,118.07879889991,0.7060491,4.7781232404450655,0.1477670309310869
2650,C=C=CC=Cc1c#[b-]ccc1,139.07245423591002,0.68453085,4.632601488371508,0.14776381174668898
5520,[S+]=C[SH]=CC=C1C=CC=CC1,182.02184374009,0.6756955,4.572954439920791,0.1477590664401791
9881,C=CC=CC1=BCC=CC1=C,142.095380752,0.63164806,4.275232171654372,0.14774590906375062
7422,C=[O+]C=CC=CC=[SH]C=CC,169.06816245609,0.58091223,3.931917212803861,0.1477427425245143
2433,[C+]c1ccccccccc1,141.06987670809,0.5813335,3.934867003983956,0.14773905126645281
12472,C[B+]C=CC1=CC=C=BC=CC1,153.10413757209,0.63476884,4.2970550373592395,0.14772183230888192
6413,CC=C1C=CC=[C+]#[P-]1,122.028536854,0.7455648,5.047166548303624,0.14771948007795602
2338,C=C1C=c2ccccc2=[SH]C1,162.05032132,0.8241502,5.5794731095617145,0.1477111168877464
98,C=CC=CC=C1C#C1,102.046950192,0.64570236,4.3713910634744195,0.14771095806453358
648,C1=C=C2C=CC=[S-]=C2C=[S+]=CC=1,189.991092192,0.7770656,5.261128888861128,0.14769939903354923
6104,C=c1ccc2c(c1)C=C[P-]C=2,159.03691046591,0.71953994,4.871703157874523,0.1476978208728006
3797,C=C=[C+]C=C,65.03857658009,0.5945998,4.025978709545017,0.14769074213205652
2039,[S-]CC=CC=C1C=CCC1,151.05869493191,0.7005811,4.74356955286856,0.147690692832221
7227,[B-]1#CC=CC=C[P+]C=CS1,164.002088222,0.77686095,5.2601899263515,0.1476868636407117
2761,[B-]1=c2ccccc2=CC=C1,126.06462920390999,0.75158584,5.089188499961841,0.14768284593595413
2928,[B+]=C=CC=CC=CC=C,115.07135707609,0.60120505,4.071010275010602,0.14767957099880233
10223,C=C1C=CC=CC1[N-]CC#C[S-],175.04666744782,0.69816315,4.727742519975258,0.14767368332585964
5488,CC=CC=CC[C+]1=C=C1,118.07770174008999,0.7052835,4.775977404408174,0.14767312800829568
