csv_file_name,peak_area,RT1_center,RT2_center,RT1_start,RT2_start,RT1_end,RT2_end,m/z,sample_name,class
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,154633.79,4078.144,2.176,4078.144,2.224,4081.648,2.12,52,Orgueil,0
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,77070.03,3068.992,1.176,3068.992,1.2,3072.496,1.152,52,Orgueil,0
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,661602.05,7473.52,1.368,7473.52,1.392,7477.024,1.344,184,Green_River_Shale_Soil,1
231003_02_Jbilet_Winselwan_300uLDCM_100oC24h.csv,110224.01,6341.728,1.08,6341.728,1.112,6345.232,1.048,184,Jbilet_Winselwan,0
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,169352.27000000002,6611.536,2.288,6611.536,2.336,6611.536,2.24,184,Orgueil,0
230830_03_Lignite_300uLDCM_100oC24h-001.csv,610040.93,6345.232,1.392,6345.232,1.416,6345.232,1.36,184,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,483260.41,7627.696,1.24,7627.696,1.264,7627.696,1.216,184,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,922675.46,10108.528,1.624,10105.024,1.664,10112.032,1.576,190,Green_River_Shale_Soil,1
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,411890.25,7147.648,2.28,7147.648,2.336,7151.152,2.224,190,Orgueil,0
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,137874.49,6488.896,1.296,6488.896,1.328,6488.896,1.264,190,Orgueil,0
230830_03_Lignite_300uLDCM_100oC24h-001.csv,993412.42,9943.84,1.536,9940.336,1.592,9947.344,1.48,190,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,154426.41,9772.144,1.424,9772.144,1.472,9775.648,1.376,345,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,19545.37,10048.96,1.496,10045.456,1.512,10052.464,1.48,423,Green_River_Shale_Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,120853.92,9505.84,1.296,9505.84,1.32,9509.344,1.272,351,Green_River_Shale_Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,145760.0,9439.264,1.256,9439.264,1.288,9439.264,1.216,351,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,388039.62,9786.16,1.328,9786.16,1.36,9789.664,1.296,386,Green_River_Shale_Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,188138.39,9870.256,2.176,9870.256,2.208,9873.76,2.144,386,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,143702.79,9856.24,1.512,9856.24,1.536,9859.744,1.48,393,Green_River_Shale_Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,24284.430000000004,9884.272,1.56,9884.272,1.592,9884.272,1.528,393,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,103434.79,9537.376,1.256,9533.872,1.288,9540.88,1.224,387,Green_River_Shale_Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,22811.59,9873.76,2.2,9873.76,2.224,9873.76,2.168,387,Lignite,1
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,17322.25,7427.968,1.56,7427.968,1.576,7427.968,1.536,436,Orgueil,0
230830_03_Lignite_300uLDCM_100oC24h-001.csv,31798.67000000001,9029.296,1.168,9029.296,1.192,9029.296,1.144,350,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,179453.7,9775.648,1.408,9775.648,1.432,9775.648,1.376,344,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,91900.61,9985.888,2.04,9985.888,2.08,9989.392,1.992,378,Lignite,1
230901_08_LEW85311_300uLDCM_100oC24h.csv,243093.69,7053.04,1.912,7053.04,1.936,7053.04,1.888,191,LEW85311,0
230830_03_Lignite_300uLDCM_100oC24h-001.csv,8373414.08,10553.536,1.84,10550.032,1.888,10557.04,1.784,191,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,203841.88,9179.968,1.944,9179.968,1.976,9179.968,1.904,185,Green_River_Shale_Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,2016663.78,7529.584,1.176,7529.584,1.208,7529.584,1.144,185,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,233287.06,5987.824,1.728,5987.824,1.76,5987.824,1.688,53,Green_River_Shale_Soil,1
230901_08_LEW85311_300uLDCM_100oC24h.csv,3331201.24,5623.408,1.6,5623.408,1.632,5626.912,1.56,152,LEW85311,0
231003_02_Jbilet_Winselwan_300uLDCM_100oC24h.csv,630397.5599999998,6485.392,1.048,6485.392,1.072,6488.896,1.016,152,Jbilet_Winselwan,0
231003_02_Jbilet_Winselwan_300uLDCM_100oC24h.csv,247608.55000000005,6355.744,1.016,6355.744,1.032,6355.744,0.992,152,Jbilet_Winselwan,0
230830_03_Lignite_300uLDCM_100oC24h-001.csv,687231.9600000001,6345.232,1.392,6345.232,1.416,6345.232,1.36,152,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,836692.17,7627.696,1.24,7627.696,1.272,7627.696,1.208,152,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,578926.45,5987.824,1.728,5987.824,1.76,5987.824,1.688,146,Green_River_Shale_Soil,1
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,1376128.78,2953.36,1.984,2953.36,2.016,2953.36,1.952,146,Murchison_Pristine,0
230823_02_Rio_Tinto_Soil_300uLDCM_100oC24h.csv,39598.26,9758.128,1.48,9758.128,1.504,9758.128,1.448,146,Rio_Tinto_Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,217872.46,7960.576,2.016,7960.576,2.056,7964.08,1.968,90,Green_River_Shale_Soil,1
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,77563.0,6695.632,2.376,6695.632,2.416,6695.632,2.328,90,Orgueil,0
230830_03_Lignite_300uLDCM_100oC24h-001.csv,114720.49,6345.232,1.384,6345.232,1.424,6345.232,1.344,90,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,1216192.14,7753.84,2.24,7753.84,2.28,7757.344,2.192,224,Green_River_Shale_Soil,1
231003_02_Jbilet_Winselwan_300uLDCM_100oC24h.csv,48068.0,6555.472,1.048,6555.472,1.064,6555.472,1.024,224,Jbilet_Winselwan,0
230830_03_Lignite_300uLDCM_100oC24h-001.csv,192273.81,7357.888,1.536,7357.888,1.56,7357.888,1.504,224,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,247157.93,7568.128,1.48,7568.128,1.512,7568.128,1.448,224,Lignite,1
230901_08_LEW85311_300uLDCM_100oC24h.csv,97768.58,7767.856,1.912,7767.856,1.96,7771.36,1.864,230,LEW85311,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,41261.82000000001,7032.016,1.536,7032.016,1.552,7035.52,1.512,230,LEW85311,0
230830_03_Lignite_300uLDCM_100oC24h-001.csv,113178.24000000002,6958.432,1.016,6958.432,1.032,6958.432,0.992,230,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,2637050.76,9537.376,1.248,9533.872,1.272,9540.88,1.216,218,Green_River_Shale_Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,667566.58,8903.152,1.736,8903.152,1.776,8903.152,1.696,218,Lignite,1
230901_08_LEW85311_300uLDCM_100oC24h.csv,140261.47,8622.832,2.392,8622.832,2.44,8622.832,2.344,226,LEW85311,0
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,3522695.7800000003,7610.176,2.008,7610.176,2.056,7613.68,1.952,226,Green_River_Shale_Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,160655.61000000002,10108.528,1.888,10108.528,1.92,10112.032,1.848,226,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,646852.71,9943.84,1.536,9940.336,1.584,9947.344,1.488,232,Lignite,1
230901_08_LEW85311_300uLDCM_100oC24h.csv,268408.06000000006,4785.952,1.12,4785.952,1.136,4789.456,1.096,92,LEW85311,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,162549.97,3927.472,1.04,3927.472,1.048,3930.976,1.024,92,LEW85311,0
230901_06_ALH83100_300uLDCM_100oC24h.csv,29814.980000000003,4792.96,1.144,4792.96,1.16,4792.96,1.12,92,ALH83100,0
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,180743.19,5987.824,1.728,5987.824,1.76,5987.824,1.688,92,Green_River_Shale_Soil,1
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,30955.140000000003,4792.96,1.208,4792.96,1.224,4792.96,1.184,92,Murchison_Pristine,0
230823_04_Murchison_Soil_300uLDCM_100oC24h-001.csv,47176.6,6040.384,2.112,6040.384,2.136,6040.384,2.088,92,Murchison_Soil,1
231003_03_Utha_Soil_300uLDCM_100oC24h.csv,370842.59,6699.136,1.56,6699.136,1.6,6702.64,1.512,178,Utha_Soil,1
230901_06_ALH83100_300uLDCM_100oC24h.csv,86427.17,6702.64,2.12,6702.64,2.152,6702.64,2.08,178,ALH83100,0
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,575326.66,9828.208,1.504,9828.208,1.536,9831.712,1.472,178,Green_River_Shale_Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,379734.65,6558.976,1.176,6558.976,1.192,6562.48,1.152,178,Green_River_Shale_Soil,1
230823_04_Murchison_Soil_300uLDCM_100oC24h-001.csv,751750.67,6040.384,2.136,6040.384,2.192,6040.384,2.08,178,Murchison_Soil,1
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,4025950.65,6695.632,2.376,6695.632,2.424,6695.632,2.32,178,Orgueil,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,17030.02,9327.136,2.232,9327.136,2.248,9327.136,2.208,636,LEW85311,0
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,976789.63,9786.16,1.328,9786.16,1.352,9789.664,1.304,150,Green_River_Shale_Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,1124866.7099999995,9537.376,1.248,9533.872,1.264,9540.88,1.224,150,Green_River_Shale_Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,1322081.2800000005,9281.584,1.152,9281.584,1.184,9285.088,1.12,150,Green_River_Shale_Soil,1
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,155459.61,2953.36,1.984,2953.36,2.016,2953.36,1.952,150,Murchison_Pristine,0
230823_04_Murchison_Soil_300uLDCM_100oC24h-001.csv,2464009.1300000004,6040.384,2.144,6040.384,2.192,6040.384,2.088,150,Murchison_Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,170340.62,8805.04,1.04,8805.04,1.056,8805.04,1.016,144,Green_River_Shale_Soil,1
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,215360.0,6488.896,1.296,6488.896,1.32,6488.896,1.264,144,Orgueil,0
230830_03_Lignite_300uLDCM_100oC24h-001.csv,1659492.22,9985.888,2.048,9985.888,2.104,9989.392,1.992,144,Lignite,1
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,1865534.87,4074.64,2.176,4074.64,2.224,4074.64,2.128,51,Murchison_Pristine,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,706549.0900000001,3521.008,2.488,3521.008,2.544,3524.512,2.432,45,LEW85311,0
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,1440220.49,9120.4,1.096,9120.4,1.12,9123.904,1.072,187,Green_River_Shale_Soil,1
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,298500.9,5563.84,1.04,5563.84,1.056,5563.84,1.016,187,Orgueil,0
230830_03_Lignite_300uLDCM_100oC24h-001.csv,669527.0700000001,6029.872,1.128,6029.872,1.144,6029.872,1.104,187,Lignite,1
230901_08_LEW85311_300uLDCM_100oC24h.csv,250158.99,6604.528,2.064,6604.528,2.12,6604.528,2.008,79,LEW85311,0
230830_03_Lignite_300uLDCM_100oC24h-001.csv,1250655.9899999998,7463.008,1.048,7463.008,1.072,7466.512,1.024,79,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,23039.72,10154.08,1.624,10154.08,1.648,10157.584,1.592,408,Green_River_Shale_Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,64880.0,8805.04,1.04,8805.04,1.056,8805.04,1.016,352,Green_River_Shale_Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,35520.0,9439.264,1.264,9439.264,1.28,9439.264,1.24,352,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,55411.38,10119.04,1.856,10115.536,1.888,10122.544,1.816,420,Green_River_Shale_Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,1072764.53,9786.16,1.328,9786.16,1.36,9789.664,1.296,385,Green_River_Shale_Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,70893.04000000001,9828.208,1.504,9828.208,1.536,9831.712,1.472,384,Green_River_Shale_Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,88610.95,9204.496,1.048,9204.496,1.072,9204.496,1.024,384,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,142309.22,9765.136,2.016,9765.136,2.04,9768.64,1.984,347,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,60251.5,9200.992,1.176,9200.992,1.192,9200.992,1.152,347,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,20192.0,9449.776,1.224,9449.776,1.248,9449.776,1.2,353,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,69893.56,9933.328,1.464,9933.328,1.488,9936.832,1.44,409,Lignite,1
230901_08_LEW85311_300uLDCM_100oC24h.csv,1233968.3700000003,4071.136,1.856,4071.136,1.904,4074.64,1.808,78,LEW85311,0
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,273445.92000000004,5987.824,1.728,5987.824,1.768,5987.824,1.68,78,Green_River_Shale_Soil,1
231003_02_Jbilet_Winselwan_300uLDCM_100oC24h.csv,316055.39,6594.016,1.16,6594.016,1.192,6594.016,1.128,78,Jbilet_Winselwan,0
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,766447.46,4074.64,2.176,4074.64,2.216,4078.144,2.128,78,Murchison_Pristine,0
230830_03_Lignite_300uLDCM_100oC24h-001.csv,1828010.16,10553.536,1.84,10550.032,1.888,10557.04,1.784,192,Lignite,1
230901_08_LEW85311_300uLDCM_100oC24h.csv,1713268.7199999995,4071.136,1.872,4071.136,1.928,4074.64,1.816,50,LEW85311,0
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,1222079.9899999995,4074.64,2.176,4074.64,2.224,4078.144,2.12,50,Murchison_Pristine,0
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,963661.88,2953.36,1.984,2953.36,2.024,2956.864,1.944,50,Murchison_Pristine,0
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,4167137.3,5987.824,1.728,5987.824,1.76,5987.824,1.688,145,Green_River_Shale_Soil,1
230823_06_Jarosite_Soil_300uLDCM_100oC24h.csv,33539.25,5742.544,1.04,5742.544,1.056,5742.544,1.016,145,Jarosite_Soil,1
230823_04_Murchison_Soil_300uLDCM_100oC24h-001.csv,32304.85,8097.232,1.392,8097.232,1.416,8097.232,1.368,145,Murchison_Soil,1
230823_02_Rio_Tinto_Soil_300uLDCM_100oC24h.csv,148772.09,9933.328,1.568,9933.328,1.592,9936.832,1.536,145,Rio_Tinto_Soil,1
230823_02_Rio_Tinto_Soil_300uLDCM_100oC24h.csv,72398.63,9758.128,1.48,9758.128,1.504,9758.128,1.456,145,Rio_Tinto_Soil,1
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,313748.0,5563.84,1.04,5563.84,1.064,5563.84,1.016,145,Orgueil,0
230830_03_Lignite_300uLDCM_100oC24h-001.csv,8657650.24,9985.888,2.048,9985.888,2.104,9989.392,1.992,145,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,645926.8500000001,9663.52,1.272,9663.52,1.296,9667.024,1.24,151,Green_River_Shale_Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,359825.48000000004,9197.488,1.104,9197.488,1.12,9200.992,1.088,151,Green_River_Shale_Soil,1
230823_04_Murchison_Soil_300uLDCM_100oC24h-001.csv,298806.0,6040.384,2.144,6040.384,2.192,6040.384,2.088,151,Murchison_Soil,1
230823_04_Murchison_Soil_300uLDCM_100oC24h-001.csv,64209.89,6040.384,2.128,6040.384,2.16,6040.384,2.088,179,Murchison_Soil,1
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,631901.25,6695.632,2.368,6695.632,2.424,6695.632,2.312,179,Orgueil,0
230830_03_Lignite_300uLDCM_100oC24h-001.csv,395287.21,7568.128,1.48,7568.128,1.504,7568.128,1.448,179,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,206367.78000000003,6152.512,1.016,6152.512,1.032,6156.016,0.992,87,Green_River_Shale_Soil,1
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,365366.98,4074.64,2.176,4074.64,2.224,4078.144,2.12,87,Murchison_Pristine,0
230823_02_Rio_Tinto_Soil_300uLDCM_100oC24h.csv,147944.21000000002,9484.816,1.24,9484.816,1.264,9488.32,1.216,87,Rio_Tinto_Soil,1
230823_02_Rio_Tinto_Soil_300uLDCM_100oC24h.csv,84310.64000000001,9074.848,1.072,9074.848,1.096,9074.848,1.048,87,Rio_Tinto_Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,69023.68,9460.288,1.112,9460.288,1.136,9460.288,1.08,87,Lignite,1
230823_04_Murchison_Soil_300uLDCM_100oC24h-001.csv,3107264.98,6040.384,2.136,6040.384,2.192,6043.888,2.08,93,Murchison_Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,28064.0,8850.592,1.472,8850.592,1.488,8850.592,1.448,233,Green_River_Shale_Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,567877.8099999999,7231.744,1.008,7231.744,1.024,7231.744,0.984,233,Lignite,1
230901_08_LEW85311_300uLDCM_100oC24h.csv,141142.16,8622.832,2.392,8622.832,2.44,8622.832,2.344,227,LEW85311,0
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,559875.5599999999,7837.936,2.44,7837.936,2.488,7837.936,2.384,227,Green_River_Shale_Soil,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,264103.62,6881.344,1.432,6881.344,1.456,6881.344,1.408,227,Green_River_Shale_Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,240961.26,7123.12,1.224,7123.12,1.248,7123.12,1.192,227,Lignite,1
230901_06_ALH83100_300uLDCM_100oC24h.csv,15864.0,10185.616,3.056,10185.616,3.072,10185.616,3.032,569,ALH83100,0
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,1051147.12,7610.176,2.008,7610.176,2.048,7613.68,1.96,240,Green_River_Shale_Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,245331.01,7340.368,1.264,7340.368,1.288,7340.368,1.232,240,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,350650.10000000003,9222.016,1.176,9222.016,1.2,9222.016,1.152,254,Green_River_Shale_Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,527098.95,7627.696,1.24,7627.696,1.264,7627.696,1.208,254,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,4216973.38,7627.696,1.24,7627.696,1.272,7627.696,1.208,268,Lignite,1
230823_04_Murchison_Soil_300uLDCM_100oC24h-001.csv,26331.88,9246.544,1.696,9243.04,1.704,9250.048,1.68,297,Murchison_Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,62136.0,8072.704,1.008,8072.704,1.024,8072.704,0.984,297,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,1258707.23,10108.528,1.624,10105.024,1.648,10112.032,1.592,122,Green_River_Shale_Soil,1
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,26432.78,4074.64,2.184,4074.64,2.232,4074.64,2.136,122,Murchison_Pristine,0
230823_04_Murchison_Soil_300uLDCM_100oC24h-001.csv,1045385.61,6040.384,2.136,6040.384,2.192,6043.888,2.08,122,Murchison_Soil,1
230901_08_LEW85311_300uLDCM_100oC24h.csv,21696.2,4078.144,1.928,4078.144,1.952,4078.144,1.896,37,LEW85311,0
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,226634.73000000004,2953.36,1.992,2953.36,2.032,2956.864,1.952,37,Murchison_Pristine,0
230830_03_Lignite_300uLDCM_100oC24h-001.csv,21321.58,8857.6,1.344,8857.6,1.368,8857.6,1.312,320,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,199899.46,9179.968,1.952,9179.968,1.992,9179.968,1.904,309,Green_River_Shale_Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,21256.0,8587.792,1.36,8587.792,1.384,8587.792,1.328,309,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,2297636.0900000003,7452.496,1.04,7452.496,1.056,7456.0,1.016,123,Green_River_Shale_Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,3597776.21,7463.008,1.048,7463.008,1.072,7466.512,1.024,123,Lignite,1
230901_08_LEW85311_300uLDCM_100oC24h.csv,50678.95,6604.528,2.048,6604.528,2.096,6604.528,2.0,137,LEW85311,0
230830_03_Lignite_300uLDCM_100oC24h-001.csv,45508.0,9824.704,1.304,9824.704,1.32,9828.208,1.288,296,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,920708.0,7627.696,1.24,7627.696,1.272,7627.696,1.208,269,Lignite,1
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,23560.43,7014.496,1.848,7014.496,1.872,7014.496,1.816,533,Orgueil,0
230830_03_Lignite_300uLDCM_100oC24h-001.csv,2681837.5,7529.584,1.176,7529.584,1.208,7529.584,1.144,255,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,1770441.0299999998,7610.176,2.0,7610.176,2.048,7613.68,1.952,241,Green_River_Shale_Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,1267374.27,6926.896,1.096,6926.896,1.12,6926.896,1.072,241,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,56209.91,8514.208,1.408,8514.208,1.432,8517.712,1.384,257,Green_River_Shale_Soil,1
230823_04_Murchison_Soil_300uLDCM_100oC24h-001.csv,304244.80000000005,9200.992,1.04,9200.992,1.056,9204.496,1.016,257,Murchison_Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,3587784.1,9200.992,1.048,9200.992,1.072,9204.496,1.024,257,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,129958.0,8601.808,1.128,8601.808,1.144,8605.312,1.112,243,Lignite,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,102119.81,9246.544,1.12,9246.544,1.144,9246.544,1.096,243,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,29248.0,8198.848,1.304,8198.848,1.328,8198.848,1.28,294,Green_River_Shale_Soil,1
230901_08_LEW85311_300uLDCM_100oC24h.csv,29803.0,9036.304,1.168,9036.304,1.192,9036.304,1.144,280,LEW85311,0
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,443511.88,7904.512,1.312,7904.512,1.336,7904.512,1.288,280,Green_River_Shale_Soil,1
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,15012.0,8920.672,1.384,8920.672,1.4,8924.176,1.368,280,Murchison_Pristine,0
230830_03_Lignite_300uLDCM_100oC24h-001.csv,31767.0,7995.616,1.504,7995.616,1.52,7995.616,1.48,280,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,1020719.24,9085.36,1.072,9085.36,1.096,9085.36,1.048,135,Green_River_Shale_Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,4432773.45,9943.84,1.544,9940.336,1.584,9947.344,1.496,135,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,13780661.530000005,7133.632,2.08,7130.128,2.128,7137.136,2.032,109,Green_River_Shale_Soil,1
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,39379.850000000006,2953.36,1.992,2953.36,2.024,2953.36,1.952,109,Murchison_Pristine,0
230823_05_Antarctica_Soil_300uLDCM_100oC24h-001.csv,26638.01,7249.264,1.144,7249.264,1.16,7249.264,1.12,109,Antarctica_Soil,1
230823_05_Antarctica_Soil_300uLDCM_100oC24h-001.csv,49340.02,7133.632,1.088,7133.632,1.104,7137.136,1.064,109,Antarctica_Soil,1
230830_03_Lignite_300uLDCM_100oC24h-001.csv,1681288.64,7315.84,1.008,7315.84,1.032,7315.84,0.984,109,Lignite,1
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,22716.26,7151.152,1.792,7147.648,1.84,7154.656,1.744,445,Orgueil,0
230830_03_Lignite_300uLDCM_100oC24h-001.csv,97318.15,9215.008,1.168,9215.008,1.192,9215.008,1.136,337,Lignite,1
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,23443.25,8854.096,1.208,8854.096,1.224,8854.096,1.184,322,Green_River_Shale_Soil,1
231003_01_AZ_400uLDCM_100oC24h.csv,77083.54000000001,3850.384,1.032,3850.384,1.056,3853.888,1.008,108,AZ,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,144421.33,4130.704,2.2,4130.704,2.256,4134.208,2.144,108,LEW85311,0
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,1631849.83,9789.664,1.328,9786.16,1.36,9793.168,1.296,108,Green_River_Shale_Soil,1
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,74745.17,3853.888,1.336,3853.888,1.36,3857.392,1.304,108,Murchison_Pristine,0
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,115624.9,3853.888,1.336,3853.888,1.36,3853.888,1.312,108,Orgueil,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,1345824.44,4130.704,2.2,4130.704,2.24,4134.208,2.152,134,LEW85311,0
230830_02_Orgueil_300uLDCM_100oC24h-001.csv,654388.5,3068.992,1.176,3068.992,1.2,3068.992,1.152,134,Orgueil,0
230901_08_LEW85311_300uLDCM_100oC24h.csv,57110.02,5367.616,1.024,5367.616,1.04,5367.616,1.0,120,LEW85311,0
230823_07_Green_River_Shale_Soil_500uLDCM_100oC24h.csv,1580316.5300000005,7350.88,1.016,7350.88,1.032,7354.384,0.992,120,Green_River_Shale_Soil,1
230823_03_Murchison_Pristine_2.0_300uLDCM_100oC24h-003.csv,102290.95,8885.632,1.832,8885.632,1.872,8885.632,1.792,120,Murchison_Pristine,0
230823_04_Murchison_Soil_300uLDCM_100oC24h-001.csv,49672.51,3072.496,1.168,3072.496,1.192,3076.0,1.144,120,Murchison_Soil,1
